,Begin_Date,Begin_Month,Year,Event_Type,Deaths,Damage_Property,State,Total_Disaster
2028,9/13/2011,Sep,2011,Wildfire,0,0,California,1
2029,9/13/2011,Sep,2011,Wildfire,0,0,California,1
2030,9/24/2011,Sep,2011,Wildfire,0,0,California,1
2031,10/1/2011,Oct,2011,Wildfire,0,0,California,1
2032,1/12/2012,Jan,2012,Wildfire,0,0,California,1
2033,5/24/2012,May,2012,Wildfire,0,20000,California,1
2034,6/1/2012,Jun,2012,Wildfire,0,0,California,1
2035,6/12/2012,Jun,2012,Wildfire,0,0,California,1
2036,6/16/2012,Jun,2012,Wildfire,0,0,California,1
2037,6/17/2012,Jun,2012,Wildfire,0,0,California,1
2038,6/17/2012,Jun,2012,Wildfire,0,400000,California,1
2039,7/15/2012,Jul,2012,Wildfire,0,0,California,1
2040,7/17/2012,Jul,2012,Wildfire,0,0,California,1
2041,8/1/2012,Aug,2012,Wildfire,0,200000,California,1
2042,8/1/2012,Aug,2012,Wildfire,0,0,California,1
2043,8/5/2012,Aug,2012,Wildfire,0,200000,California,1
2044,8/9/2012,Aug,2012,Wildfire,0,0,California,1
2045,8/12/2012,Aug,2012,Wildfire,0,0,California,1
2046,8/14/2012,Aug,2012,Wildfire,0,0,California,1
2047,8/20/2012,Aug,2012,Wildfire,0,1000000,California,1
2048,8/21/2012,Aug,2012,Wildfire,0,0,California,1
2049,9/1/2012,Sep,2012,Wildfire,0,0,California,1
2050,9/5/2012,Sep,2012,Wildfire,0,0,California,1
2051,9/6/2012,Sep,2012,Wildfire,0,0,California,1
2052,9/23/2012,Sep,2012,Wildfire,1,0,California,1
2053,11/5/2012,Nov,2012,Wildfire,0,3670000,California,1
2054,3/1/2013,Mar,2013,Wildfire,0,4000,California,1
2055,5/1/2013,May,2013,Wildfire,0,15000,California,1
2056,5/1/2013,May,2013,Wildfire,0,500000,California,1
2057,5/2/2013,May,2013,Wildfire,0,400000,California,1
2058,5/2/2013,May,2013,Wildfire,0,0,California,1
2059,5/2/2013,May,2013,Wildfire,0,0,California,1
2060,5/13/2013,May,2013,Wildfire,0,550000,California,1
2061,5/15/2013,May,2013,Wildfire,0,0,California,1
2062,5/30/2013,May,2013,Wildfire,0,0,California,1
2063,5/30/2013,May,2013,Wildfire,0,0,California,1
2064,6/1/2013,Jun,2013,Wildfire,0,0,California,1
2065,6/1/2013,Jun,2013,Wildfire,0,0,California,1
2066,6/9/2013,Jun,2013,Wildfire,0,0,California,1
2067,6/16/2013,Jun,2013,Wildfire,0,0,California,1
2068,6/28/2013,Jun,2013,Wildfire,0,0,California,1
2069,7/6/2013,Jul,2013,Wildfire,0,50000,California,1
2070,7/15/2013,Jul,2013,Wildfire,0,7240000,California,1
2071,7/19/2013,Jul,2013,Wildfire,0,2000000,California,1
2072,7/23/2013,Jul,2013,Wildfire,0,0,California,1
2073,8/1/2013,Aug,2013,Wildfire,0,0,California,1
2074,8/1/2013,Aug,2013,Wildfire,0,0,California,1
2075,8/1/2013,Aug,2013,Wildfire,0,0,California,1
2076,8/5/2013,Aug,2013,Wildfire,0,0,California,1
2077,8/7/2013,Aug,2013,Wildfire,0,5000,California,1
2078,8/17/2013,Aug,2013,Wildfire,0,7000000,California,1
2079,8/18/2013,Aug,2013,Wildfire,0,0,California,1
2080,8/18/2013,Aug,2013,Wildfire,0,0,California,1
2081,8/19/2013,Aug,2013,Wildfire,0,0,California,1
2082,8/22/2013,Aug,2013,Wildfire,0,0,California,1
2083,8/23/2013,Aug,2013,Wildfire,0,0,California,1
2084,8/23/2013,Aug,2013,Wildfire,0,0,California,1
2085,9/1/2013,Sep,2013,Wildfire,0,0,California,1
2086,9/1/2013,Sep,2013,Wildfire,0,0,California,1
2087,9/1/2013,Sep,2013,Wildfire,0,0,California,1
2088,9/8/2013,Sep,2013,Wildfire,0,15000000,California,1
2089,9/9/2013,Sep,2013,Wildfire,1,0,California,1
2090,9/24/2013,Sep,2013,Wildfire,0,0,California,1
2091,10/1/2013,Oct,2013,Wildfire,0,0,California,1
2092,10/4/2013,Oct,2013,Wildfire,0,0,California,1
2093,10/5/2013,Oct,2013,Wildfire,0,0,California,1
2094,11/20/2013,Nov,2013,Wildfire,0,10000,California,1
2095,12/17/2013,Dec,2013,Wildfire,0,5000,California,1
2096,1/13/2014,Jan,2014,Wildfire,0,0,California,1
2097,1/16/2014,Jan,2014,Wildfire,0,0,California,1
2098,1/16/2014,Jan,2014,Wildfire,0,0,California,1
2099,3/15/2014,Mar,2014,Wildfire,0,0,California,1
2100,4/30/2014,Apr,2014,Wildfire,0,35000,California,1
2101,5/1/2014,May,2014,Wildfire,0,6000,California,1
2102,5/13/2014,May,2014,Wildfire,0,6000,California,1
2103,5/13/2014,May,2014,Wildfire,0,0,California,1
2104,5/14/2014,May,2014,Wildfire,0,0,California,1
2105,5/14/2014,May,2014,Wildfire,0,0,California,1
2106,5/14/2014,May,2014,Wildfire,0,22500000,California,1
2107,5/14/2014,May,2014,Wildfire,0,0,California,1
2108,5/14/2014,May,2014,Wildfire,0,1120000,California,1
2109,5/15/2014,May,2014,Wildfire,0,5700000,California,1
2110,5/16/2014,May,2014,Wildfire,0,0,California,1
2111,5/26/2014,May,2014,Wildfire,0,0,California,1
2112,6/1/2014,Jun,2014,Wildfire,0,1000000,California,1
2113,6/1/2014,Jun,2014,Wildfire,0,0,California,1
2114,7/1/2014,Jul,2014,Wildfire,0,1000000,California,1
2115,7/1/2014,Jul,2014,Wildfire,0,0,California,1
2116,7/3/2014,Jul,2014,Wildfire,0,0,California,1
2117,7/3/2014,Jul,2014,Wildfire,0,900000,California,1
2118,7/4/2014,Jul,2014,Wildfire,0,0,California,1
2119,7/11/2014,Jul,2014,Wildfire,0,2500000,California,1
2120,7/11/2014,Jul,2014,Wildfire,1,0,California,1
2121,7/16/2014,Jul,2014,Wildfire,0,0,California,1
2122,7/25/2014,Jul,2014,Wildfire,0,0,California,1
2123,7/26/2014,Jul,2014,Wildfire,0,0,California,1
2124,7/26/2014,Jul,2014,Wildfire,0,0,California,1
2125,7/28/2014,Jul,2014,Wildfire,0,0,California,1
2126,7/28/2014,Jul,2014,Wildfire,0,0,California,1
2127,7/29/2014,Jul,2014,Wildfire,0,0,California,1
2128,7/29/2014,Jul,2014,Wildfire,0,0,California,1
2129,7/29/2014,Jul,2014,Wildfire,0,0,California,1
2130,7/30/2014,Jul,2014,Wildfire,0,0,California,1
2131,8/1/2014,Aug,2014,Wildfire,0,0,California,1
2132,8/1/2014,Aug,2014,Wildfire,0,0,California,1
2133,8/1/2014,Aug,2014,Wildfire,0,1000000,California,1
2134,8/1/2014,Aug,2014,Wildfire,0,0,California,1
2135,8/1/2014,Aug,2014,Wildfire,0,0,California,1
2136,8/1/2014,Aug,2014,Wildfire,0,600000,California,1
2137,8/1/2014,Aug,2014,Wildfire,0,0,California,1
2138,8/1/2014,Aug,2014,Wildfire,0,0,California,1
2139,8/1/2014,Aug,2014,Wildfire,0,0,California,1
2140,8/1/2014,Aug,2014,Wildfire,0,0,California,1
2141,8/2/2014,Aug,2014,Wildfire,0,0,California,1
2142,8/12/2014,Aug,2014,Wildfire,0,200000,California,1
2143,8/18/2014,Aug,2014,Wildfire,0,0,California,1
2144,8/18/2014,Aug,2014,Wildfire,0,0,California,1
2145,9/1/2014,Sep,2014,Wildfire,0,0,California,1
2146,9/1/2014,Sep,2014,Wildfire,0,0,California,1
2147,9/5/2014,Sep,2014,Wildfire,0,600000,California,1
2148,9/7/2014,Sep,2014,Wildfire,0,0,California,1
2149,9/12/2014,Sep,2014,Wildfire,0,0,California,1
2150,9/13/2014,Sep,2014,Wildfire,0,5000,California,1
2151,9/14/2014,Sep,2014,Wildfire,0,0,California,1
2152,9/15/2014,Sep,2014,Wildfire,0,0,California,1
2153,10/7/2014,Oct,2014,Wildfire,0,20000000,California,1
2154,2/6/2015,Feb,2015,Wildfire,0,0,California,1
2155,2/6/2015,Feb,2015,Wildfire,0,1000,California,1
2156,5/7/2015,May,2015,Wildfire,0,0,California,1
2157,6/17/2015,Jun,2015,Wildfire,0,30000,California,1
2158,6/18/2015,Jun,2015,Wildfire,0,900000,California,1
2159,6/18/2015,Jun,2015,Wildfire,0,0,California,1
2160,7/17/2015,Jul,2015,Wildfire,0,0,California,1
2161,7/18/2015,Jul,2015,Wildfire,0,500000,California,1
2162,7/19/2015,Jul,2015,Wildfire,0,0,California,1
2163,7/21/2015,Jul,2015,Wildfire,0,0,California,1
2164,7/22/2015,Jul,2015,Wildfire,0,0,California,1
2165,7/23/2015,Jul,2015,Wildfire,0,0,California,1
2166,7/24/2015,Jul,2015,Wildfire,0,25000,California,1
2167,7/25/2015,Jul,2015,Wildfire,0,0,California,1
2168,7/25/2015,Jul,2015,Wildfire,0,0,California,1
2169,7/25/2015,Jul,2015,Wildfire,0,0,California,1
2170,7/27/2015,Jul,2015,Wildfire,0,0,California,1
2171,7/29/2015,Jul,2015,Wildfire,0,500000,California,1
2172,7/30/2015,Jul,2015,Wildfire,0,0,California,1
2173,7/30/2015,Jul,2015,Wildfire,1,0,California,1
2174,8/1/2015,Aug,2015,Wildfire,0,0,California,1
2175,8/1/2015,Aug,2015,Wildfire,0,0,California,1
2176,8/1/2015,Aug,2015,Wildfire,0,0,California,1
2177,8/1/2015,Aug,2015,Wildfire,0,0,California,1
2178,8/1/2015,Aug,2015,Wildfire,0,0,California,1
2179,8/1/2015,Aug,2015,Wildfire,0,0,California,1
2180,8/1/2015,Aug,2015,Wildfire,0,0,California,1
2181,8/1/2015,Aug,2015,Wildfire,0,0,California,1
2182,8/9/2015,Aug,2015,Wildfire,0,0,California,1
2183,9/1/2015,Sep,2015,Wildfire,0,0,California,1
2184,9/1/2015,Sep,2015,Wildfire,0,0,California,1
2185,9/7/2015,Sep,2015,Wildfire,0,0,California,1
2186,9/9/2015,Sep,2015,Wildfire,2,0,California,1
2187,9/12/2015,Sep,2015,Wildfire,4,0,California,1
2188,6/1/2016,Jun,2016,Wildfire,0,0,California,1
2189,6/7/2016,Jun,2016,Wildfire,0,0,California,1
2190,6/15/2016,Jun,2016,Wildfire,0,0,California,1
2191,6/19/2016,Jun,2016,Wildfire,2,0,California,1
2192,6/20/2016,Jun,2016,Wildfire,0,4000000,California,1
2193,6/23/2016,Jun,2016,Wildfire,2,0,California,1
2194,6/28/2016,Jun,2016,Wildfire,0,0,California,1
2195,6/30/2016,Jun,2016,Wildfire,0,0,California,1
2196,7/1/2016,Jul,2016,Wildfire,0,0,California,1
2197,7/1/2016,Jul,2016,Wildfire,0,0,California,1
2198,7/1/2016,Jul,2016,Wildfire,0,0,California,1
2199,7/1/2016,Jul,2016,Wildfire,0,0,California,1
2200,7/1/2016,Jul,2016,Wildfire,0,0,California,1
2201,7/1/2016,Jul,2016,Wildfire,0,0,California,1
2202,7/1/2016,Jul,2016,Wildfire,0,0,California,1
2203,7/9/2016,Jul,2016,Wildfire,0,0,California,1
2204,7/18/2016,Jul,2016,Wildfire,0,0,California,1
2205,7/21/2016,Jul,2016,Wildfire,0,50000,California,1
2206,7/22/2016,Jul,2016,Wildfire,0,0,California,1
2207,7/30/2016,Jul,2016,Wildfire,0,0,California,1
2208,8/1/2016,Aug,2016,Wildfire,0,0,California,1
2209,8/1/2016,Aug,2016,Wildfire,0,0,California,1
2210,8/7/2016,Aug,2016,Wildfire,0,0,California,1
2211,8/9/2016,Aug,2016,Wildfire,0,0,California,1
2212,8/13/2016,Aug,2016,Wildfire,0,0,California,1
2213,8/13/2016,Aug,2016,Wildfire,0,0,California,1
2214,8/16/2016,Aug,2016,Wildfire,0,1500000,California,1
2215,8/16/2016,Aug,2016,Wildfire,0,50000000,California,1
2216,8/16/2016,Aug,2016,Wildfire,0,0,California,1
2217,8/18/2016,Aug,2016,Wildfire,0,0,California,1
2218,8/24/2016,Aug,2016,Wildfire,0,0,California,1
2219,8/27/2016,Aug,2016,Wildfire,0,0,California,1
2220,9/1/2016,Sep,2016,Wildfire,0,0,California,1
2221,9/1/2016,Sep,2016,Wildfire,0,0,California,1
2222,9/1/2016,Sep,2016,Wildfire,0,0,California,1
2223,9/1/2016,Sep,2016,Wildfire,0,0,California,1
2224,9/1/2016,Sep,2016,Wildfire,0,0,California,1
2225,9/5/2016,Sep,2016,Wildfire,0,0,California,1
2226,9/17/2016,Sep,2016,Wildfire,0,0,California,1
2227,9/17/2016,Sep,2016,Wildfire,0,0,California,1
2228,10/1/2016,Oct,2016,Wildfire,0,0,California,1
2229,4/30/2017,Apr,2017,Wildfire,0,0,California,1
2230,4/30/2017,Apr,2017,Wildfire,0,0,California,1
2231,5/19/2017,May,2017,Wildfire,0,0,California,1
2232,6/18/2017,Jun,2017,Wildfire,0,0,California,1
2233,6/23/2017,Jun,2017,Wildfire,0,0,California,1
2234,7/1/2017,Jul,2017,Wildfire,0,0,California,1
2235,7/5/2017,Jul,2017,Wildfire,0,0,California,1
2236,7/6/2017,Jul,2017,Wildfire,0,0,California,1
2237,7/6/2017,Jul,2017,Wildfire,0,0,California,1
2238,7/6/2017,Jul,2017,Wildfire,0,0,California,1
2239,7/6/2017,Jul,2017,Wildfire,0,0,California,1
2240,7/7/2017,Jul,2017,Wildfire,0,0,California,1
2241,7/8/2017,Jul,2017,Wildfire,0,0,California,1
2242,7/8/2017,Jul,2017,Wildfire,0,0,California,1
2243,7/8/2017,Jul,2017,Wildfire,0,0,California,1
2244,7/10/2017,Jul,2017,Wildfire,0,0,California,1
2245,7/13/2017,Jul,2017,Wildfire,0,0,California,1
2246,7/16/2017,Jul,2017,Wildfire,0,0,California,1
2247,7/17/2017,Jul,2017,Wildfire,1,0,California,1
2248,7/23/2017,Jul,2017,Wildfire,0,0,California,1
2249,7/25/2017,Jul,2017,Wildfire,0,0,California,1
2250,8/1/2017,Aug,2017,Wildfire,0,0,California,1
2251,8/1/2017,Aug,2017,Wildfire,0,0,California,1
2252,8/1/2017,Aug,2017,Wildfire,0,0,California,1
2253,8/3/2017,Aug,2017,Wildfire,0,0,California,1
2254,8/10/2017,Aug,2017,Wildfire,0,0,California,1
2255,8/13/2017,Aug,2017,Wildfire,0,0,California,1
2256,8/29/2017,Aug,2017,Wildfire,0,0,California,1
2257,8/29/2017,Aug,2017,Wildfire,0,0,California,1
2258,8/29/2017,Aug,2017,Wildfire,0,0,California,1
2259,8/29/2017,Aug,2017,Wildfire,0,0,California,1
2260,9/1/2017,Sep,2017,Wildfire,0,0,California,1
2261,9/1/2017,Sep,2017,Wildfire,0,0,California,1
2262,9/1/2017,Sep,2017,Wildfire,0,0,California,1
2263,9/1/2017,Sep,2017,Wildfire,0,0,California,1
2264,9/1/2017,Sep,2017,Wildfire,0,0,California,1
2265,9/1/2017,Sep,2017,Wildfire,0,0,California,1
2266,9/3/2017,Sep,2017,Wildfire,0,0,California,1
2267,9/3/2017,Sep,2017,Wildfire,0,0,California,1
2268,9/11/2017,Sep,2017,Wildfire,0,0,California,1
2269,9/11/2017,Sep,2017,Wildfire,0,0,California,1
2270,9/11/2017,Sep,2017,Wildfire,0,0,California,1
2271,9/23/2017,Sep,2017,Wildfire,0,0,California,1
2272,9/25/2017,Sep,2017,Wildfire,0,2000000,California,1
2273,10/8/2017,Oct,2017,Wildfire,8,1000000,California,1
2274,10/8/2017,Oct,2017,Wildfire,0,38400000,California,1
2275,10/8/2017,Oct,2017,Wildfire,0,0,California,1
2276,10/8/2017,Oct,2017,Wildfire,0,0,California,1
2277,10/8/2017,Oct,2017,Wildfire,0,0,California,1
2278,10/8/2017,Oct,2017,Wildfire,4,0,California,1
2279,10/8/2017,Oct,2017,Wildfire,0,0,California,1
2280,10/9/2017,Oct,2017,Wildfire,0,0,California,1
2281,10/9/2017,Oct,2017,Wildfire,0,0,California,1
2282,12/4/2017,Dec,2017,Wildfire,1,25000000,California,1
2283,12/4/2017,Dec,2017,Wildfire,1,0,California,1
2284,12/4/2017,Dec,2017,Wildfire,1,0,California,1
2285,12/4/2017,Dec,2017,Wildfire,1,0,California,1
2286,12/4/2017,Dec,2017,Wildfire,1,0,California,1
2287,12/7/2017,Dec,2017,Wildfire,0,0,California,1
2288,5/17/2018,May,2018,Wildfire,0,30000000,California,1
2289,6/2/2018,Jun,2018,Wildfire,0,0,California,1
2290,6/4/2018,Jun,2018,Wildfire,0,0,California,1
2291,6/9/2018,Jun,2018,Wildfire,0,0,California,1
2292,6/9/2018,Jun,2018,Wildfire,0,0,California,1
2293,6/23/2018,Jun,2018,Wildfire,0,0,California,1
2294,6/23/2018,Jun,2018,Wildfire,0,0,California,1
2295,6/30/2018,Jun,2018,Wildfire,0,100000,California,1
2296,7/1/2018,Jul,2018,Wildfire,0,0,California,1
2297,7/5/2018,Jul,2018,Wildfire,0,0,California,1
2298,7/6/2018,Jul,2018,Wildfire,0,0,California,1
2299,7/13/2018,Jul,2018,Wildfire,2,500000,California,1
2300,7/13/2018,Jul,2018,Wildfire,2,0,California,1
2301,7/15/2018,Jul,2018,Wildfire,0,0,California,1
2302,7/23/2018,Jul,2018,Wildfire,0,0,California,1
2303,7/23/2018,Jul,2018,Wildfire,2,500000,California,1
2304,7/25/2018,Jul,2018,Wildfire,0,1500000000,California,1
2305,7/27/2018,Jul,2018,Wildfire,0,200000,California,1
2306,7/28/2018,Jul,2018,Wildfire,0,56000000,California,1
2307,8/1/2018,Aug,2018,Wildfire,0,0,California,1
2308,8/1/2018,Aug,2018,Wildfire,0,0,California,1
2309,8/1/2018,Aug,2018,Wildfire,0,0,California,1
2310,8/1/2018,Aug,2018,Wildfire,0,0,California,1
2311,8/1/2018,Aug,2018,Wildfire,0,0,California,1
2312,8/1/2018,Aug,2018,Wildfire,0,0,California,1
2313,8/1/2018,Aug,2018,Wildfire,0,0,California,1
2314,8/6/2018,Aug,2018,Wildfire,0,0,California,1
2315,8/15/2018,Aug,2018,Wildfire,0,500000,California,1
2316,9/1/2018,Sep,2018,Wildfire,0,0,California,1
2317,9/5/2018,Sep,2018,Wildfire,0,0,California,1
2318,10/1/2018,Oct,2018,Wildfire,0,0,California,1
2319,11/3/2018,Nov,2018,Wildfire,0,0,California,1
2320,11/8/2018,Nov,2018,Wildfire,86,0,California,1
2321,11/8/2018,Nov,2018,Wildfire,0,17000000000,California,1
2322,11/8/2018,Nov,2018,Wildfire,0,0,California,1
2323,11/8/2018,Nov,2018,Wildfire,3,0,California,1
2324,11/8/2018,Nov,2018,Wildfire,3,0,California,1
2325,11/8/2018,Nov,2018,Wildfire,3,0,California,1
2326,11/8/2018,Nov,2018,Wildfire,3,0,California,1
2327,11/8/2018,Nov,2018,Wildfire,3,0,California,1
2328,6/8/2019,Jun,2019,Wildfire,0,0,California,1
2329,6/11/2019,Jun,2019,Wildfire,0,0,California,1
2330,6/25/2019,Jun,2019,Wildfire,0,5000,California,1
2331,7/28/2019,Jul,2019,Wildfire,0,0,California,1
2332,8/1/2019,Aug,2019,Wildfire,0,0,California,1
2333,8/7/2019,Aug,2019,Wildfire,0,0,California,1
2334,8/15/2019,Aug,2019,Wildfire,0,5000,California,1
2335,8/22/2019,Aug,2019,Wildfire,0,400000,California,1
2336,8/24/2019,Aug,2019,Wildfire,0,0,California,1
2337,9/1/2019,Sep,2019,Wildfire,0,0,California,1
2338,9/4/2019,Sep,2019,Wildfire,0,0,California,1
2339,9/4/2019,Sep,2019,Wildfire,0,0,California,1
2340,9/4/2019,Sep,2019,Wildfire,0,100000,California,1
2341,9/5/2019,Sep,2019,Wildfire,0,100000,California,1
2342,9/5/2019,Sep,2019,Wildfire,0,0,California,1
2343,9/5/2019,Sep,2019,Wildfire,0,0,California,1
2344,9/5/2019,Sep,2019,Wildfire,0,0,California,1
2345,9/5/2019,Sep,2019,Wildfire,0,0,California,1
2346,9/7/2019,Sep,2019,Wildfire,0,0,California,1
2347,9/14/2019,Sep,2019,Wildfire,0,0,California,1
2348,10/6/2019,Oct,2019,Wildfire,0,0,California,1
2349,10/10/2019,Oct,2019,Wildfire,0,0,California,1
2350,10/10/2019,Oct,2019,Wildfire,2,0,California,1
2351,10/10/2019,Oct,2019,Wildfire,0,8000000,California,1
2352,10/10/2019,Oct,2019,Wildfire,0,100000,California,1
2353,10/10/2019,Oct,2019,Wildfire,0,0,California,1
2354,10/10/2019,Oct,2019,Wildfire,0,0,California,1
2355,10/10/2019,Oct,2019,Wildfire,0,0,California,1
2356,10/23/2019,Oct,2019,Wildfire,0,0,California,1
2357,10/24/2019,Oct,2019,Wildfire,0,0,California,1
2358,10/24/2019,Oct,2019,Wildfire,0,0,California,1
2359,10/24/2019,Oct,2019,Wildfire,0,0,California,1
2360,10/24/2019,Oct,2019,Wildfire,0,0,California,1
2361,10/24/2019,Oct,2019,Wildfire,0,0,California,1
2362,10/25/2019,Oct,2019,Wildfire,0,0,California,1
2363,10/27/2019,Oct,2019,Wildfire,0,50000,California,1
2364,10/27/2019,Oct,2019,Wildfire,0,0,California,1
2365,10/27/2019,Oct,2019,Wildfire,0,0,California,1
2366,10/27/2019,Oct,2019,Wildfire,0,0,California,1
2367,10/27/2019,Oct,2019,Wildfire,0,0,California,1
2368,10/28/2019,Oct,2019,Wildfire,0,0,California,1
2369,10/30/2019,Oct,2019,Wildfire,0,0,California,1
2370,10/30/2019,Oct,2019,Wildfire,0,0,California,1
2371,10/30/2019,Oct,2019,Wildfire,0,0,California,1
2372,10/30/2019,Oct,2019,Wildfire,0,100000,California,1
2373,10/30/2019,Oct,2019,Wildfire,0,0,California,1
2374,10/31/2019,Oct,2019,Wildfire,0,100000,California,1
2375,10/31/2019,Oct,2019,Wildfire,0,4000000,California,1
2376,10/31/2019,Oct,2019,Wildfire,0,0,California,1
2377,10/31/2019,Oct,2019,Wildfire,0,0,California,1
2378,10/31/2019,Oct,2019,Wildfire,0,0,California,1
2379,11/1/2019,Nov,2019,Wildfire,0,0,California,1
2380,11/1/2019,Nov,2019,Wildfire,0,0,California,1
2381,11/1/2019,Nov,2019,Wildfire,0,0,California,1
2382,11/1/2019,Nov,2019,Wildfire,0,0,California,1
2383,11/1/2019,Nov,2019,Wildfire,0,0,California,1
2384,6/3/2020,Jun,2020,Wildfire,0,0,California,1
2385,6/4/2020,Jun,2020,Wildfire,0,0,California,1
2386,6/5/2020,Jun,2020,Wildfire,0,0,California,1
2387,6/5/2020,Jun,2020,Wildfire,0,0,California,1
2388,6/6/2020,Jun,2020,Wildfire,0,0,California,1
2389,6/6/2020,Jun,2020,Wildfire,0,0,California,1
2390,6/6/2020,Jun,2020,Wildfire,0,0,California,1
2391,6/7/2020,Jun,2020,Wildfire,0,0,California,1
2392,6/8/2020,Jun,2020,Wildfire,0,0,California,1
2393,6/10/2020,Jun,2020,Wildfire,0,0,California,1
2394,6/15/2020,Jun,2020,Wildfire,0,0,California,1
2395,6/16/2020,Jun,2020,Wildfire,0,0,California,1
2396,6/17/2020,Jun,2020,Wildfire,0,0,California,1
2397,6/17/2020,Jun,2020,Wildfire,0,0,California,1
2398,6/21/2020,Jun,2020,Wildfire,0,0,California,1
2399,6/21/2020,Jun,2020,Wildfire,0,0,California,1
2400,6/22/2020,Jun,2020,Wildfire,0,0,California,1
2401,6/28/2020,Jun,2020,Wildfire,1,0,California,1
2402,7/3/2020,Jul,2020,Wildfire,0,0,California,1
2403,7/4/2020,Jul,2020,Wildfire,0,0,California,1
2404,7/4/2020,Jul,2020,Wildfire,0,0,California,1
2405,7/5/2020,Jul,2020,Wildfire,0,0,California,1
2406,7/6/2020,Jul,2020,Wildfire,0,0,California,1
2407,7/12/2020,Jul,2020,Wildfire,0,0,California,1
2408,7/13/2020,Jul,2020,Wildfire,0,1000000,California,1
2409,7/15/2020,Jul,2020,Wildfire,0,0,California,1
2410,7/15/2020,Jul,2020,Wildfire,0,0,California,1
2411,7/20/2020,Jul,2020,Wildfire,0,0,California,1
2412,7/20/2020,Jul,2020,Wildfire,0,0,California,1
2413,7/21/2020,Jul,2020,Wildfire,0,0,California,1
2414,7/22/2020,Jul,2020,Wildfire,0,0,California,1
2415,7/24/2020,Jul,2020,Wildfire,0,0,California,1
2416,7/31/2020,Jul,2020,Wildfire,0,0,California,1
